VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2023-02-01 00:37:05,2023-02-01 00:49:06,1.0,2.62,1.0,N,237,75,2,15.6,1.0,0.5,0.0,0.0,1.0,20.6,2.5,0.0
2,2023-02-01 00:59:29,2023-02-01 01:04:47,1.0,1.58,1.0,N,74,75,1,8.6,1.0,0.5,2.22,0.0,1.0,13.32,0.0,0.0
2,2023-02-01 00:44:04,2023-02-01 00:48:08,1.0,0.97,1.0,N,48,68,1,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2023-02-01 00:53:30,2023-02-01 00:54:38,1.0,0.45,1.0,N,246,246,1,4.4,1.0,0.5,1.88,0.0,1.0,11.28,2.5,0.0
2,2023-02-01 00:01:43,2023-02-01 00:16:30,2.0,4.91,1.0,N,90,238,1,22.6,1.0,0.5,4.97,0.0,1.0,32.57,2.5,0.0
2,2023-02-01 00:43:51,2023-02-01 01:06:25,1.0,5.93,1.0,N,164,52,1,28.2,1.0,0.5,6.64,0.0,1.0,39.84,2.5,0.0
2,2023-02-01 00:22:37,2023-02-01 00:41:08,1.0,3.03,1.0,N,158,4,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2023-02-01 00:25:07,2023-02-01 00:25:25,1.0,0.0,5.0,N,79,79,1,82.0,0.0,0.0,17.1,0.0,1.0,102.6,2.5,0.0
2,2023-02-01 00:12:36,2023-02-01 00:31:18,1.0,10.48,1.0,N,138,231,1,41.5,6.0,0.5,10.3,0.0,1.0,63.05,2.5,1.25
1,2023-02-01 00:10:02,2023-02-01 00:20:24,1.0,3.7,1.0,N,79,140,1,16.3,3.5,0.5,6.35,0.0,1.0,27.65,2.5,0.0
1,2023-02-01 00:33:32,2023-02-01 00:52:21,2.0,4.2,1.0,N,234,141,1,20.5,3.5,0.5,5.1,0.0,1.0,30.6,2.5,0.0
1,2023-02-01 00:06:12,2023-02-01 00:10:24,1.0,1.3,1.0,N,107,170,1,7.2,3.5,0.5,2.4,0.0,1.0,14.6,2.5,0.0
1,2023-02-01 00:43:15,2023-02-01 00:58:32,1.0,4.0,1.0,N,113,255,1,19.1,3.5,0.5,4.8,0.0,1.0,28.9,2.5,0.0
2,2023-02-01 00:14:22,2023-02-01 00:20:24,1.0,2.01,1.0,N,142,68,1,10.0,1.0,0.5,1.5,0.0,1.0,16.5,2.5,0.0
2,2023-02-01 00:44:05,2023-02-01 01:11:11,6.0,12.93,1.0,N,69,37,1,52.0,1.0,0.5,12.21,6.55,1.0,73.26,0.0,0.0
2,2023-02-01 00:05:29,2023-02-01 00:19:25,1.0,3.11,1.0,N,48,79,1,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0
1,2023-02-01 00:24:14,2023-02-01 00:33:18,2.0,1.7,1.0,N,79,232,1,10.0,3.5,0.5,3.0,0.0,1.0,18.0,2.5,0.0
1,2023-02-01 00:43:57,2023-02-01 00:49:02,1.0,1.3,1.0,N,79,137,1,7.9,3.5,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2023-02-01 00:07:49,2023-02-01 00:20:18,1.0,4.12,1.0,N,148,112,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2023-02-01 00:20:19,2023-02-01 00:24:01,1.0,1.08,1.0,N,230,43,1,6.5,1.0,0.5,3.45,0.0,1.0,14.95,2.5,0.0
2,2023-02-01 00:54:57,2023-02-01 01:03:02,1.0,1.77,1.0,N,230,239,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
1,2023-02-01 00:54:03,2023-02-01 01:01:45,1.0,2.5,1.0,N,239,152,2,12.1,3.5,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,2023-02-01 00:04:33,2023-02-01 00:04:48,4.0,0.06,5.0,N,88,87,1,125.0,0.0,0.0,15.0,0.0,1.0,143.5,2.5,0.0
2,2023-02-01 00:05:28,2023-02-01 00:11:26,1.0,1.21,1.0,N,100,170,2,-8.6,-1.0,-0.5,0.0,0.0,-1.0,-13.6,-2.5,0.0
2,2023-02-01 00:05:28,2023-02-01 00:11:26,1.0,1.21,1.0,N,100,107,2,8.6,1.0,0.5,0.0,0.0,1.0,13.6,2.5,0.0
2,2023-02-01 00:14:33,2023-02-01 00:19:27,1.0,0.88,1.0,N,170,100,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0
2,2023-02-01 00:07:04,2023-02-01 00:20:14,1.0,4.87,1.0,N,140,168,1,21.9,1.0,0.5,0.0,0.0,1.0,26.9,2.5,0.0
2,2023-02-01 00:58:22,2023-02-01 01:22:12,1.0,6.86,1.0,N,158,146,1,31.0,1.0,0.5,7.2,0.0,1.0,43.2,2.5,0.0
2,2023-02-01 00:30:54,2023-02-01 01:03:44,6.0,18.49,2.0,N,132,163,2,70.0,0.0,0.5,0.0,6.55,1.0,81.8,2.5,1.25
2,2023-02-01 00:39:48,2023-02-01 00:47:14,1.0,1.77,1.0,N,234,114,1,10.7,1.0,0.5,3.92,0.0,1.0,19.62,2.5,0.0
2,2023-02-01 00:52:46,2023-02-01 01:06:52,1.0,2.61,1.0,N,114,261,1,16.3,1.0,0.5,5.32,0.0,1.0,26.62,2.5,0.0
2,2023-02-01 00:01:55,2023-02-01 00:26:56,1.0,8.0,1.0,N,138,141,2,35.9,6.0,0.5,0.0,0.0,1.0,47.15,2.5,1.25
1,2023-02-01 00:07:51,2023-02-01 00:28:15,2.0,6.3,1.0,N,100,116,1,28.2,3.5,0.5,0.0,0.0,1.0,33.2,2.5,0.0
2,2023-02-01 00:15:03,2023-02-01 00:22:56,1.0,2.13,1.0,N,90,48,1,11.4,1.0,0.5,1.0,0.0,1.0,17.4,2.5,0.0
1,2023-02-01 00:02:19,2023-02-01 00:08:24,2.0,1.2,1.0,N,186,234,1,7.9,3.5,0.5,2.55,0.0,1.0,15.45,2.5,0.0
1,2023-02-01 00:18:55,2023-02-01 00:23:00,2.0,0.5,1.0,N,125,249,1,5.1,3.5,0.5,2.5,0.0,1.0,12.6,2.5,0.0
1,2023-02-01 00:26:17,2023-02-01 00:30:05,1.0,0.7,1.0,N,211,148,2,5.8,3.5,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2023-02-01 00:15:17,2023-02-01 00:20:54,1.0,1.03,1.0,N,230,164,1,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2023-02-01 00:46:19,2023-02-01 01:18:30,2.0,17.51,2.0,N,132,107,1,70.0,0.0,0.5,10.0,6.55,1.0,91.8,2.5,1.25
2,2023-02-01 00:07:41,2023-02-01 00:13:12,1.0,1.68,1.0,N,48,158,1,9.3,1.0,0.5,1.0,0.0,1.0,15.3,2.5,0.0
2,2023-02-01 00:38:50,2023-02-01 00:46:57,1.0,1.87,1.0,N,158,100,1,10.7,1.0,0.5,4.71,0.0,1.0,20.41,2.5,0.0
2,2023-02-01 00:52:55,2023-02-01 00:58:14,1.0,2.08,1.0,N,161,236,1,10.0,1.0,0.5,0.75,0.0,1.0,15.75,2.5,0.0
1,2023-02-01 00:04:00,2023-02-01 00:06:51,1.0,1.1,1.0,N,75,74,2,6.5,1.0,0.5,0.0,0.0,1.0,9.0,0.0,0.0
1,2023-02-01 00:26:42,2023-02-01 00:48:38,0.0,7.8,1.0,N,79,152,1,31.0,3.5,0.5,0.0,0.0,1.0,36.0,2.5,0.0
2,2023-02-01 00:20:38,2023-02-01 00:40:40,3.0,6.6,1.0,N,132,130,1,30.3,1.0,0.5,0.05,0.0,1.0,34.1,0.0,1.25
2,2023-02-01 00:12:19,2023-02-01 00:15:40,1.0,0.75,1.0,N,230,68,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2023-02-01 00:44:43,2023-02-01 00:48:58,2.0,1.58,1.0,N,68,186,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2023-02-01 00:59:17,2023-02-01 01:09:54,1.0,2.0,1.0,N,68,79,1,12.8,1.0,0.5,2.5,0.0,1.0,20.3,2.5,0.0
2,2023-02-01 00:43:17,2023-02-01 01:16:40,2.0,12.48,1.0,N,166,255,1,53.4,1.0,0.5,7.0,6.55,1.0,69.45,0.0,0.0
1,2023-02-01 00:13:33,2023-02-01 00:25:37,2.0,2.6,1.0,N,158,87,1,14.2,3.5,0.5,3.84,0.0,1.0,23.04,2.5,0.0
1,2023-02-01 00:39:15,2023-02-01 01:00:27,1.0,6.0,1.0,N,158,146,1,26.8,3.5,0.5,9.5,0.0,1.0,41.3,2.5,0.0
1,2023-02-01 00:36:19,2023-02-01 00:46:39,1.0,3.3,1.0,N,236,168,1,15.6,3.5,0.5,4.1,0.0,1.0,24.7,2.5,0.0
1,2023-02-01 00:49:00,2023-02-01 00:49:07,1.0,0.0,1.0,N,168,168,2,3.0,1.0,0.5,0.0,0.0,1.0,5.5,0.0,0.0
2,2023-02-01 00:35:09,2023-02-01 00:38:56,1.0,0.73,1.0,N,79,148,1,6.5,1.0,0.5,3.0,0.0,1.0,14.5,2.5,0.0
2,2023-02-01 00:14:00,2023-02-01 00:23:52,1.0,2.91,1.0,N,163,262,1,13.5,1.0,0.5,3.7,0.0,1.0,22.2,2.5,0.0
2,2023-02-01 00:57:47,2023-02-01 01:22:50,1.0,18.01,2.0,N,132,79,1,70.0,0.0,0.5,14.8,0.0,1.0,90.05,2.5,1.25
1,2023-02-01 00:58:08,2023-02-01 01:07:33,2.0,3.9,1.0,N,79,262,1,16.3,3.5,0.5,4.25,0.0,1.0,25.55,2.5,0.0
1,2023-02-01 00:18:28,2023-02-01 00:53:08,2.0,18.9,2.0,N,132,158,1,70.0,3.75,0.5,16.35,6.55,1.0,98.15,2.5,1.25
1,2023-02-01 00:10:35,2023-02-01 00:29:22,2.0,4.3,1.0,N,148,48,1,21.9,3.5,0.5,5.35,0.0,1.0,32.25,2.5,0.0
2,2023-02-01 00:30:45,2023-02-01 00:43:24,1.0,3.49,1.0,N,164,145,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2023-02-01 00:17:32,2023-02-01 00:53:39,1.0,19.83,2.0,N,132,43,1,70.0,0.0,0.5,20.14,6.55,1.0,101.94,2.5,1.25
1,2023-02-01 00:22:33,2023-02-01 00:43:15,1.0,6.4,1.0,N,158,74,2,26.1,3.5,0.5,0.0,0.0,1.0,31.1,2.5,0.0
2,2023-02-01 00:47:15,2023-02-01 01:08:37,1.0,6.15,1.0,N,90,7,1,27.5,1.0,0.5,6.5,0.0,1.0,39.0,2.5,0.0
1,2023-02-01 00:44:39,2023-02-01 00:54:12,1.0,3.6,1.0,N,132,219,2,17.0,2.25,0.5,0.0,0.0,1.0,20.75,0.0,1.25
2,2023-02-01 00:40:25,2023-02-01 01:02:26,1.0,5.76,1.0,N,230,65,1,27.5,1.0,0.5,17.5,0.0,1.0,50.0,2.5,0.0
2,2023-02-01 00:23:30,2023-02-01 00:26:58,1.0,1.18,1.0,N,48,68,1,7.2,1.0,0.5,1.0,0.0,1.0,13.2,2.5,0.0
2,2023-02-01 00:50:06,2023-02-01 00:56:25,1.0,1.12,1.0,N,148,249,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2023-02-01 00:40:26,2023-02-01 00:51:44,3.0,2.37,1.0,N,232,68,2,13.5,1.0,0.5,0.0,0.0,1.0,18.5,2.5,0.0
2,2023-02-01 00:51:47,2023-02-01 01:05:15,1.0,4.15,1.0,N,113,112,2,19.8,1.0,0.5,0.0,0.0,1.0,24.8,2.5,0.0
2,2023-02-01 00:15:51,2023-02-01 00:21:08,1.0,0.93,1.0,N,164,68,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-02-01 00:26:27,2023-02-01 00:48:25,1.0,2.59,1.0,N,68,68,1,21.2,1.0,0.5,7.86,0.0,1.0,34.06,2.5,0.0
2,2023-02-01 00:07:27,2023-02-01 00:29:49,1.0,13.08,1.0,N,138,88,2,49.9,6.0,0.5,0.0,0.0,1.0,61.15,2.5,1.25
2,2023-02-01 00:14:11,2023-02-01 00:28:15,1.0,4.5,1.0,N,237,231,1,20.5,1.0,0.5,5.1,0.0,1.0,30.6,2.5,0.0
2,2023-02-01 00:32:35,2023-02-01 00:39:24,5.0,2.1,1.0,N,158,48,1,10.7,1.0,0.5,2.5,0.0,1.0,18.2,2.5,0.0
2,2023-02-01 00:47:28,2023-02-01 00:56:29,5.0,1.54,1.0,N,238,24,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2023-02-01 00:30:59,2023-02-01 00:46:09,1.0,7.07,1.0,N,132,265,1,29.6,1.0,0.5,6.67,0.0,1.0,40.02,0.0,1.25
2,2023-02-01 00:57:08,2023-02-01 01:04:38,1.0,1.93,1.0,N,79,164,1,10.7,1.0,0.5,4.71,0.0,1.0,20.41,2.5,0.0
2,2023-02-01 00:58:56,2023-02-01 01:19:49,2.0,11.18,1.0,N,138,25,1,44.3,6.0,0.5,10.36,0.0,1.0,63.41,0.0,1.25
2,2023-02-01 00:35:02,2023-02-01 00:52:47,1.0,3.91,1.0,N,45,33,1,21.2,1.0,0.5,5.24,0.0,1.0,31.44,2.5,0.0
2,2023-02-01 00:45:48,2023-02-01 00:51:20,2.0,0.98,1.0,N,107,137,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2023-02-01 00:12:11,2023-02-01 00:15:43,1.0,1.21,1.0,N,170,79,1,7.2,1.0,0.5,3.05,0.0,1.0,15.25,2.5,0.0
2,2023-02-01 00:32:33,2023-02-01 00:48:35,1.0,7.29,1.0,N,236,45,1,30.3,1.0,0.5,7.06,0.0,1.0,42.36,2.5,0.0
2,2023-02-01 00:27:23,2023-02-01 00:55:27,1.0,11.9,1.0,N,132,82,2,49.9,1.0,0.5,0.0,0.0,1.0,53.65,0.0,1.25
1,2023-02-01 00:05:28,2023-02-01 00:05:28,1.0,0.0,1.0,N,79,264,2,38.0,3.5,0.5,0.0,0.0,1.0,43.0,2.5,0.0
1,2023-02-01 00:34:10,2023-02-01 00:34:13,2.0,9.1,1.0,N,223,223,1,38.0,3.5,0.5,6.0,0.0,1.0,49.0,2.5,0.0
1,2023-02-01 00:52:49,2023-02-01 00:54:59,1.0,0.6,1.0,N,233,233,1,5.1,3.5,0.5,3.0,0.0,1.0,13.1,2.5,0.0
2,2023-02-01 00:11:27,2023-02-01 00:16:45,1.0,0.94,1.0,N,151,238,1,7.9,1.0,0.5,3.87,0.0,1.0,16.77,2.5,0.0
2,2023-02-01 00:19:34,2023-02-01 00:25:59,1.0,1.33,1.0,N,239,151,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2023-02-01 00:19:48,2023-02-01 00:34:22,2.0,4.43,1.0,N,230,7,1,20.5,1.0,0.5,6.38,0.0,1.0,31.88,2.5,0.0
1,2023-02-01 00:01:11,2023-02-01 00:33:25,2.0,10.0,1.0,N,132,131,1,47.1,2.25,0.5,12.0,0.0,1.0,62.85,0.0,1.25
2,2023-02-01 00:10:08,2023-02-01 00:16:36,1.0,1.46,1.0,N,158,68,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2023-02-01 00:25:32,2023-02-01 00:35:53,1.0,3.13,1.0,N,158,143,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2023-02-01 00:53:33,2023-02-01 00:55:40,2.0,0.55,1.0,N,158,246,1,5.1,1.0,0.5,2.02,0.0,1.0,12.12,2.5,0.0
2,2023-02-01 00:59:28,2023-02-01 01:08:05,1.0,1.86,1.0,N,68,79,1,10.7,1.0,0.5,1.0,0.0,1.0,16.7,2.5,0.0
1,2023-02-01 00:04:46,2023-02-01 00:10:01,1.0,0.8,1.0,N,186,48,1,6.5,3.5,0.5,2.3,0.0,1.0,13.8,2.5,0.0
1,2023-02-01 00:17:47,2023-02-01 00:28:19,1.0,3.6,1.0,N,68,238,1,16.3,3.5,0.5,2.0,0.0,1.0,23.3,2.5,0.0
1,2023-02-01 00:49:02,2023-02-01 00:57:43,2.0,3.3,1.0,N,141,145,2,14.9,3.5,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2023-02-01 00:23:03,2023-02-01 00:30:19,1.0,1.36,1.0,N,237,161,1,10.0,1.0,0.5,2.28,0.0,1.0,17.28,2.5,0.0
1,2023-02-01 00:09:20,2023-02-01 00:31:40,1.0,12.7,1.0,N,138,261,1,49.9,9.75,0.5,12.2,0.0,1.0,73.35,2.5,1.25
2,2023-02-01 00:09:19,2023-02-01 00:12:48,1.0,0.58,1.0,N,162,237,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0
2,2023-02-01 00:23:40,2023-02-01 00:47:07,1.0,8.62,1.0,N,162,95,1,38.0,1.0,0.5,14.86,6.55,1.0,64.41,2.5,0.0
2,2023-02-01 00:10:19,2023-02-01 00:11:39,1.0,0.3,1.0,N,237,141,1,3.7,1.0,0.5,1.74,0.0,1.0,10.44,2.5,0.0
2,2023-02-01 00:10:20,2023-02-01 01:00:59,2.0,18.46,2.0,N,132,48,2,70.0,0.0,0.5,0.0,6.55,1.0,81.8,2.5,1.25
2,2023-02-01 00:21:53,2023-02-01 00:32:36,1.0,3.57,1.0,N,231,4,1,17.0,1.0,0.5,4.4,0.0,1.0,26.4,2.5,0.0
2,2023-02-01 00:38:36,2023-02-01 00:47:54,1.0,2.24,1.0,N,79,164,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2023-02-01 00:51:02,2023-02-01 01:01:11,1.0,3.97,1.0,N,234,236,1,17.0,1.0,0.5,3.0,0.0,1.0,25.0,2.5,0.0
2,2023-02-01 00:08:01,2023-02-01 00:15:48,1.0,1.17,1.0,N,229,230,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2023-02-01 00:23:21,2023-02-01 00:39:41,2.0,4.6,1.0,N,230,13,1,21.9,3.5,0.5,5.35,0.0,1.0,32.25,2.5,0.0
1,2023-02-01 00:40:34,2023-02-01 00:51:11,1.0,4.2,1.0,N,13,79,1,19.8,3.5,0.5,1.0,0.0,1.0,25.8,2.5,0.0
2,2023-02-01 00:25:19,2023-02-01 00:36:03,4.0,2.56,1.0,N,233,239,1,13.5,1.0,0.5,4.62,0.0,1.0,23.12,2.5,0.0
2,2023-02-01 00:28:15,2023-02-01 00:31:37,1.0,0.79,1.0,N,43,239,1,6.5,1.0,0.5,1.0,0.0,1.0,12.5,2.5,0.0
2,2023-02-01 00:40:59,2023-02-01 00:45:25,1.0,1.36,1.0,N,238,24,1,7.9,1.0,0.5,2.0,0.0,1.0,14.9,2.5,0.0
2,2023-02-01 00:03:27,2023-02-01 00:12:44,1.0,1.98,1.0,N,107,229,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2023-02-01 00:15:10,2023-02-01 00:19:12,1.0,1.47,1.0,N,229,262,1,7.9,1.0,0.5,1.0,0.0,1.0,13.9,2.5,0.0
2,2023-02-01 00:21:30,2023-02-01 00:59:25,2.0,14.16,1.0,N,132,181,1,58.3,1.0,0.5,12.16,0.0,1.0,74.21,0.0,1.25
2,2023-02-01 00:06:59,2023-02-01 00:14:49,1.0,0.98,1.0,N,264,161,1,11.4,1.0,0.5,2.78,0.0,1.0,16.68,0.0,0.0
2,2023-02-01 00:13:29,2023-02-01 00:58:18,1.0,19.11,2.0,N,132,163,1,70.0,0.0,0.5,16.11,6.55,1.0,97.91,2.5,1.25
1,2023-02-01 00:06:21,2023-02-01 00:33:29,1.0,7.2,1.0,N,137,61,1,33.8,3.5,0.5,1.2,0.0,1.0,40.0,2.5,0.0
2,2023-02-01 00:02:45,2023-02-01 00:08:33,4.0,1.17,1.0,N,114,79,2,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2023-02-01 00:13:36,2023-02-01 00:17:50,2.0,0.82,1.0,N,148,144,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
2,2023-02-01 00:29:19,2023-02-01 00:38:29,1.0,2.1,1.0,N,79,232,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
1,2023-02-01 00:04:08,2023-02-01 00:28:46,3.0,5.7,1.0,N,249,24,1,29.6,3.5,0.5,6.9,0.0,1.0,41.5,2.5,0.0
1,2023-02-01 00:34:23,2023-02-01 00:39:46,1.0,0.8,1.0,N,24,41,2,7.2,1.0,0.5,0.0,0.0,1.0,9.7,0.0,0.0
2,2023-02-01 00:18:42,2023-02-01 00:27:54,1.0,1.5,1.0,N,246,158,1,11.4,1.0,0.5,2.0,0.0,1.0,18.4,2.5,0.0
2,2023-02-01 00:40:25,2023-02-01 01:06:31,2.0,16.92,1.0,N,132,123,2,64.6,1.0,0.5,0.0,0.0,1.0,68.35,0.0,1.25
2,2023-02-01 00:30:11,2023-02-01 00:32:52,1.0,0.64,1.0,N,158,90,1,5.8,1.0,0.5,2.0,0.0,1.0,12.8,2.5,0.0
2,2023-02-01 00:48:20,2023-02-01 00:53:46,3.0,0.79,1.0,N,158,90,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2023-02-01 00:54:53,2023-02-01 01:05:26,1.0,1.83,1.0,N,90,90,1,12.1,1.0,0.5,2.56,0.0,1.0,19.66,2.5,0.0
2,2023-02-01 00:02:52,2023-02-01 00:40:35,1.0,20.94,1.0,N,132,26,1,80.7,1.0,0.5,1.0,0.0,1.0,85.45,0.0,1.25
2,2023-02-01 00:00:12,2023-02-01 00:07:12,2.0,2.31,1.0,N,161,236,2,11.4,1.0,0.5,0.0,0.0,1.0,16.4,2.5,0.0
2,2023-02-01 00:20:59,2023-02-01 00:28:25,1.0,2.6,1.0,N,141,137,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2023-02-01 00:32:33,2023-02-01 00:35:40,1.0,0.36,1.0,N,211,79,1,5.1,1.0,0.5,3.03,0.0,1.0,13.13,2.5,0.0
2,2023-02-01 00:49:16,2023-02-01 00:59:36,1.0,2.87,1.0,N,79,229,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2023-02-01 00:15:11,2023-02-01 00:19:37,2.0,0.45,1.0,N,231,231,1,5.8,1.0,0.5,2.7,0.0,1.0,13.5,2.5,0.0
2,2023-02-01 00:28:05,2023-02-01 00:42:33,2.0,3.61,1.0,N,249,88,1,18.4,1.0,0.5,0.0,0.0,1.0,23.4,2.5,0.0
2,2023-02-01 00:05:34,2023-02-01 00:09:40,2.0,0.53,1.0,N,231,211,1,5.8,1.0,0.5,2.0,0.0,1.0,12.8,2.5,0.0
2,2023-02-01 00:38:26,2023-02-01 00:52:24,2.0,4.32,1.0,N,249,239,1,19.1,1.0,0.5,4.34,0.0,1.0,28.44,2.5,0.0
2,2023-02-01 00:05:58,2023-02-01 00:12:47,1.0,1.51,1.0,N,249,186,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2023-02-01 00:28:38,2023-02-01 00:36:09,1.0,1.33,1.0,N,100,229,4,-9.3,-1.0,-0.5,0.0,0.0,-1.0,-14.3,-2.5,0.0
2,2023-02-01 00:28:38,2023-02-01 00:36:09,1.0,1.33,1.0,N,100,229,4,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
1,2023-02-01 00:22:30,2023-02-01 00:38:47,1.0,4.7,1.0,N,230,7,1,21.2,3.5,0.5,3.0,0.0,1.0,29.2,2.5,0.0
2,2023-02-01 00:42:44,2023-02-01 00:49:41,2.0,0.94,1.0,N,48,230,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2023-02-01 00:15:31,2023-02-01 00:47:18,1.0,8.46,1.0,N,164,61,2,38.7,1.0,0.5,0.0,0.0,1.0,43.7,2.5,0.0
2,2023-02-01 00:49:27,2023-02-01 00:49:34,1.0,0.0,5.0,N,61,61,1,40.0,0.0,0.5,10.38,0.0,1.0,51.88,0.0,0.0
2,2023-02-01 00:15:30,2023-02-01 00:20:41,1.0,0.74,1.0,N,100,48,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
2,2023-02-01 00:23:19,2023-02-01 00:40:07,1.0,3.32,1.0,N,48,144,1,18.4,1.0,0.5,7.02,0.0,1.0,30.42,2.5,0.0
1,2023-02-01 00:08:03,2023-02-01 00:16:57,2.0,1.9,1.0,N,50,239,1,11.4,3.5,0.5,2.0,0.0,1.0,18.4,2.5,0.0
1,2023-02-01 00:33:04,2023-02-01 00:42:55,1.0,2.3,1.0,N,236,42,2,12.8,1.0,0.5,0.0,0.0,1.0,15.3,0.0,0.0
2,2023-02-01 00:37:01,2023-02-01 00:39:15,1.0,0.49,1.0,N,148,79,1,4.4,1.0,0.5,2.82,0.0,1.0,12.22,2.5,0.0
2,2023-02-01 00:51:08,2023-02-01 01:01:14,1.0,2.82,1.0,N,249,48,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2023-02-01 00:55:09,2023-02-01 01:13:46,1.0,4.11,1.0,N,140,41,1,21.9,1.0,0.5,6.72,0.0,1.0,33.62,2.5,0.0
2,2023-01-31 23:58:36,2023-02-01 00:07:21,1.0,2.4,1.0,N,114,170,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0
2,2023-02-01 00:25:45,2023-02-01 00:28:57,1.0,0.97,1.0,N,161,163,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
2,2023-02-01 00:39:18,2023-02-01 00:52:51,1.0,4.47,1.0,N,68,151,1,21.9,1.0,0.5,2.0,0.0,1.0,28.9,2.5,0.0
2,2023-02-01 00:01:24,2023-02-01 00:10:37,1.0,2.01,1.0,N,230,239,1,12.1,1.0,0.5,4.28,0.0,1.0,21.38,2.5,0.0
1,2023-02-01 00:16:28,2023-02-01 00:46:18,1.0,7.0,1.0,N,158,146,1,31.0,3.5,0.5,7.2,0.0,1.0,43.2,2.5,0.0
1,2023-02-01 00:11:06,2023-02-01 00:18:33,1.0,1.2,1.0,N,114,79,1,7.9,3.5,0.5,1.0,0.0,1.0,13.9,2.5,0.0
2,2023-02-01 00:12:21,2023-02-01 00:21:33,1.0,1.83,1.0,N,142,164,1,11.4,1.0,0.5,3.0,0.0,1.0,19.4,2.5,0.0
1,2023-02-01 00:20:13,2023-02-01 00:35:38,1.0,3.6,1.0,N,107,142,2,18.4,3.5,0.5,0.0,0.0,1.0,23.4,2.5,0.0
2,2023-02-01 00:30:17,2023-02-01 00:30:41,1.0,0.0,5.0,N,265,265,1,168.0,0.0,0.0,10.0,12.0,1.0,191.0,0.0,0.0
2,2023-02-01 00:10:55,2023-02-01 00:18:53,1.0,1.45,1.0,N,68,125,2,9.3,1.0,0.5,0.0,0.0,1.0,14.3,2.5,0.0
2,2023-02-01 00:56:01,2023-02-01 01:10:30,1.0,3.28,1.0,N,249,162,1,17.7,1.0,0.5,4.54,0.0,1.0,27.24,2.5,0.0
2,2023-02-01 00:09:04,2023-02-01 00:22:28,1.0,3.73,1.0,N,230,75,1,18.4,1.0,0.5,4.68,0.0,1.0,28.08,2.5,0.0
2,2023-02-01 00:27:09,2023-02-01 00:33:07,1.0,1.73,1.0,N,263,75,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0
